Gene,Transcrit
Acc25081,Acc25081.1
Acc25082,Acc25082.1
Acc25083,Acc25083.1
Acc25084,Acc25084.1
Acc25085,Acc25085.1
Acc25086,Acc25086.1
Acc25087,Acc25087.1
Acc25088,Acc25088.1
Acc25089,Acc25089.1
Acc25090,Acc25090.1
Acc25091,Acc25091.1
Acc25092,Acc25092.1
Acc25093,Acc25093.1
Acc25094,Acc25094.1
Acc25095,Acc25095.1
Acc25096,Acc25096.1
Acc25097,Acc25097.1
Acc25098,Acc25098.1
Acc25099,Acc25099.1
Acc25100,Acc25100.1
Acc25101,Acc25101.1
Acc25102,Acc25102.1
Acc25103,Acc25103.1
Acc25104,Acc25104.1
Acc25105,Acc25105.1
Acc25106,Acc25106.1
Acc25107,Acc25107.1
Acc25108,Acc25108.1
Acc25109,Acc25109.1
Acc25111,Acc25111.1
Acc25112,Acc25112.1
Acc25113,Acc25113.1
Acc25114,Acc25114.1
Acc25115,Acc25115.1
Acc25116,Acc25116.1
Acc25117,Acc25117.1
Acc25118,Acc25118.1
Acc25119,Acc25119.1
Acc25120,Acc25120.1
Acc25121,Acc25121.1
Acc25122,Acc25122.1
Acc25123,Acc25123.1
Acc25124,Acc25124.1
Acc25125,Acc25125.1
Acc25126,Acc25126.1
Acc25127,Acc25127.1
Acc25128,Acc25128.1
Acc25129,Acc25129.1
Acc25130,Acc25130.1
Acc25131,Acc25131.1
Acc25132,Acc25132.1
Acc25133,Acc25133.1
Acc25135,Acc25135.1
Acc25136,Acc25136.1
Acc25137,Acc25137.1
Acc25138,Acc25138.1
Acc25139,Acc25139.1
Acc25140,Acc25140.1
Acc25141,Acc25141.1
Acc25142,Acc25142.1
Acc25143,Acc25143.1
Acc25144,Acc25144.1
Acc25145,Acc25145.1
Acc25146,Acc25146.1
Acc25147,Acc25147.1
Acc25148,Acc25148.1
Acc25149,Acc25149.1
Acc25150,Acc25150.1
Acc25151,Acc25151.1
Acc25152,Acc25152.1
Acc25153,Acc25153.1
Acc25154,Acc25154.1
Acc25155,Acc25155.1
Acc25156,Acc25156.1
Acc25157,Acc25157.1
Acc25158,Acc25158.1
Acc25159,Acc25159.1
Acc25160,Acc25160.1
Acc25161,Acc25161.1
Acc25162,Acc25162.1
Acc25163,Acc25163.1
Acc25164,Acc25164.1
Acc25165,Acc25165.1
Acc25166,Acc25166.1
Acc25167,Acc25167.1
Acc25168,Acc25168.1
Acc25169,Acc25169.1
Acc25170,Acc25170.1
Acc25171,Acc25171.1
Acc25172,Acc25172.1
Acc25173,Acc25173.1
Acc25174,Acc25174.1
Acc25175,Acc25175.1
Acc25177,Acc25177.1
Acc25178,Acc25178.1
Acc25179,Acc25179.1
Acc25180,Acc25180.1
Acc25181,Acc25181.1
Acc25182,Acc25182.1
Acc25183,Acc25183.1
Acc25184,Acc25184.1
Acc25186,Acc25186.1
Acc25187,Acc25187.1
Acc25188,Acc25188.1
Acc25190,Acc25190.1
Acc25191,Acc25191.1
Acc25192,Acc25192.1
Acc25193,Acc25193.1
Acc25194,Acc25194.1
Acc25195,Acc25195.1
Acc25196,Acc25196.1
Acc25197,Acc25197.1
Acc25198,Acc25198.1
Acc25199,Acc25199.1
Acc25200,Acc25200.1
Acc25201,Acc25201.1
Acc25202,Acc25202.1
Acc25203,Acc25203.1
Acc25204,Acc25204.1
Acc25205,Acc25205.1
Acc25206,Acc25206.1
Acc25207,Acc25207.1
Acc25208,Acc25208.1
Acc25209,Acc25209.1
Acc25210,Acc25210.1
Acc25211,Acc25211.1
Acc25212,Acc25212.1
Acc25213,Acc25213.1
Acc25214,Acc25214.1
Acc25215,Acc25215.1
Acc25216,Acc25216.1
Acc25217,Acc25217.1
Acc25218,Acc25218.1
Acc25219,Acc25219.1
Acc25220,Acc25220.1
Acc25221,Acc25221.1
Acc25222,Acc25222.1
Acc25223,Acc25223.1
Acc25224,Acc25224.1
Acc25226,Acc25226.1
Acc25227,Acc25227.1
Acc25228,Acc25228.1
Acc25229,Acc25229.1
Acc25230,Acc25230.1
Acc25231,Acc25231.1
Acc25232,Acc25232.1
Acc25233,Acc25233.1
Acc25234,Acc25234.1
Acc25235,Acc25235.1
Acc25236,Acc25236.1
Acc25237,Acc25237.1
Acc25238,Acc25238.1
Acc25239,Acc25239.1
Acc25240,Acc25240.1
Acc25241,Acc25241.1
Acc25242,Acc25242.1
Acc25243,Acc25243.1
Acc25244,Acc25244.1
Acc25245,Acc25245.1
Acc25246,Acc25246.1
Acc25247,Acc25247.1
Acc25248,Acc25248.1
Acc25249,Acc25249.1
Acc25250,Acc25250.1
Acc25251,Acc25251.1
Acc25252,Acc25252.1
Acc25253,Acc25253.1
Acc25254,Acc25254.1
Acc25255,Acc25255.1
Acc25256,Acc25256.1
Acc25257,Acc25257.1
Acc25258,Acc25258.1
Acc25259,Acc25259.1
Acc25260,Acc25260.1
Acc25261,Acc25261.1
Acc25262,Acc25262.1
Acc25263,Acc25263.1
Acc25264,Acc25264.1
Acc25265,Acc25265.1
Acc25266,Acc25266.1
Acc25267,Acc25267.1
Acc25269,Acc25269.1
Acc25270,Acc25270.1
Acc25271,Acc25271.1
Acc25272,Acc25272.1
Acc25273,Acc25273.1
Acc25274,Acc25274.1
Acc25276,Acc25276.1
Acc25277,Acc25277.1
Acc25278,Acc25278.1
Acc25279,Acc25279.1
Acc25280,Acc25280.1
Acc25281,Acc25281.1
Acc25282,Acc25282.1
Acc25283,Acc25283.1
Acc25284,Acc25284.1
Acc25285,Acc25285.1
Acc25286,Acc25286.1
Acc25287,Acc25287.1
Acc25288,Acc25288.1
Acc25289,Acc25289.1
Acc25290,Acc25290.1
Acc25291,Acc25291.1
Acc25292,Acc25292.1
Acc25293,Acc25293.1
Acc25294,Acc25294.1
Acc25295,Acc25295.1
Acc25296,Acc25296.1
Acc25297,Acc25297.1
Acc25298,Acc25298.1
Acc25299,Acc25299.1
Acc25300,Acc25300.1
Acc25301,Acc25301.1
Acc25302,Acc25302.1
Acc25303,Acc25303.1
Acc25304,Acc25304.1
Acc25305,Acc25305.1
Acc25306,Acc25306.1
Acc25307,Acc25307.1
Acc25308,Acc25308.1
Acc25309,Acc25309.1
Acc25310,Acc25310.1
Acc25311,Acc25311.1
Acc25312,Acc25312.1
Acc25313,Acc25313.1
Acc25314,Acc25314.1
Acc25315,Acc25315.1
Acc25316,Acc25316.1
Acc25317,Acc25317.1
Acc25318,Acc25318.1
Acc25319,Acc25319.1
Acc25320,Acc25320.1
Acc25321,Acc25321.1
Acc25322,Acc25322.1
Acc25323,Acc25323.1
Acc25324,Acc25324.1
Acc25325,Acc25325.1
Acc25326,Acc25326.1
Acc25327,Acc25327.1
Acc25328,Acc25328.1
Acc25329,Acc25329.1
Acc25330,Acc25330.1
Acc25331,Acc25331.1
Acc25332,Acc25332.1
Acc25333,Acc25333.1
Acc25334,Acc25334.1
Acc25335,Acc25335.1
Acc25336,Acc25336.1
Acc25337,Acc25337.1
Acc25338,Acc25338.1
Acc25339,Acc25339.1
Acc25340,Acc25340.1
Acc25341,Acc25341.1
Acc25342,Acc25342.1
Acc25343,Acc25343.1
Acc25344,Acc25344.1
Acc25345,Acc25345.1
Acc25346,Acc25346.1
Acc25347,Acc25347.1
Acc25348,Acc25348.1
Acc25349,Acc25349.1
Acc25350,Acc25350.1
Acc25351,Acc25351.1
Acc25352,Acc25352.1
Acc25353,Acc25353.1
Acc25354,Acc25354.1
Acc25355,Acc25355.1
Acc25356,Acc25356.1
Acc25357,Acc25357.1
Acc25358,Acc25358.1
Acc25359,Acc25359.1
Acc25360,Acc25360.1
Acc25361,Acc25361.1
Acc25362,Acc25362.1
Acc25363,Acc25363.1
Acc25365,Acc25365.1
Acc25366,Acc25366.1
Acc25367,Acc25367.1
Acc25368,Acc25368.1
Acc25369,Acc25369.1
Acc25370,Acc25370.1
Acc25371,Acc25371.1
Acc25372,Acc25372.1
Acc25373,Acc25373.1
Acc25374,Acc25374.1
Acc25375,Acc25375.1
Acc25376,Acc25376.1
Acc25377,Acc25377.1
Acc25378,Acc25378.1
Acc25379,Acc25379.1
Acc25380,Acc25380.1
Acc25381,Acc25381.1
Acc25382,Acc25382.1
Acc25383,Acc25383.1
Acc25384,Acc25384.1
Acc25385,Acc25385.1
Acc25386,Acc25386.1
Acc25387,Acc25387.1
Acc25388,Acc25388.1
Acc25389,Acc25389.1
Acc25390,Acc25390.1
Acc25391,Acc25391.1
Acc25392,Acc25392.1
Acc25393,Acc25393.1
Acc25394,Acc25394.1
Acc25395,Acc25395.1
Acc25396,Acc25396.1
Acc25397,Acc25397.1
Acc25398,Acc25398.1
Acc25399,Acc25399.1
Acc25400,Acc25400.1
Acc25401,Acc25401.1
Acc25402,Acc25402.1
Acc25403,Acc25403.1
Acc25404,Acc25404.1
Acc25405,Acc25405.1
Acc25406,Acc25406.1
Acc25407,Acc25407.1
Acc25408,Acc25408.1
Acc25409,Acc25409.1
Acc25410,Acc25410.1
Acc25411,Acc25411.1
Acc25412,Acc25412.1
Acc25414,Acc25414.1
Acc25415,Acc25415.1
Acc25416,Acc25416.1
Acc25417,Acc25417.1
Acc25418,Acc25418.1
Acc25419,Acc25419.1
Acc25420,Acc25420.1
Acc25421,Acc25421.1
Acc25422,Acc25422.1
Acc25423,Acc25423.1
Acc25424,Acc25424.1
Acc25426,Acc25426.1
Acc25427,Acc25427.1
Acc25428,Acc25428.1
Acc25429,Acc25429.1
Acc25430,Acc25430.1
Acc25431,Acc25431.1
Acc25432,Acc25432.1
Acc25433,Acc25433.1
Acc25434,Acc25434.1
Acc25435,Acc25435.1
Acc25436,Acc25436.1
Acc25437,Acc25437.1
Acc25438,Acc25438.1
Acc25439,Acc25439.1
Acc25440,Acc25440.1
Acc25441,Acc25441.1
Acc25442,Acc25442.1
Acc25443,Acc25443.1
Acc25444,Acc25444.1
Acc25445,Acc25445.1
Acc25446,Acc25446.1
Acc25447,Acc25447.1
Acc25448,Acc25448.1
Acc25449,Acc25449.1
Acc25450,Acc25450.1
Acc25451,Acc25451.1
Acc25452,Acc25452.1
Acc25453,Acc25453.1
Acc25454,Acc25454.1
Acc25455,Acc25455.1
Acc25456,Acc25456.1
Acc25457,Acc25457.1
Acc25458,Acc25458.1
Acc25459,Acc25459.1
Acc25460,Acc25460.1
Acc25461,Acc25461.1
Acc25462,Acc25462.1
Acc25463,Acc25463.1
Acc25464,Acc25464.1
Acc25465,Acc25465.1
Acc25466,Acc25466.1
Acc25467,Acc25467.1
Acc25468,Acc25468.1
Acc25469,Acc25469.1
Acc25470,Acc25470.1
Acc25471,Acc25471.1
Acc25472,Acc25472.1
Acc25473,Acc25473.1
Acc25474,Acc25474.1
Acc25475,Acc25475.1
Acc25476,Acc25476.1
Acc25477,Acc25477.1
Acc25478,Acc25478.1
Acc25479,Acc25479.1
Acc25480,Acc25480.1
Acc25481,Acc25481.1
Acc25482,Acc25482.1
Acc25483,Acc25483.1
Acc25484,Acc25484.1
Acc25485,Acc25485.1
Acc25486,Acc25486.1
Acc25487,Acc25487.1
Acc25488,Acc25488.1
Acc25489,Acc25489.1
Acc25490,Acc25490.1
Acc25491,Acc25491.1
Acc25492,Acc25492.1
Acc25493,Acc25493.1
Acc25494,Acc25494.1
Acc25495,Acc25495.1
Acc25496,Acc25496.1
Acc25497,Acc25497.1
Acc25498,Acc25498.1
Acc25499,Acc25499.1
Acc25500,Acc25500.1
Acc25501,Acc25501.1
Acc25502,Acc25502.1
Acc25503,Acc25503.1
Acc25504,Acc25504.1
Acc25505,Acc25505.1
Acc25506,Acc25506.1
Acc25507,Acc25507.1
Acc25508,Acc25508.1
Acc25509,Acc25509.1
Acc25510,Acc25510.1
Acc25511,Acc25511.1
Acc25512,Acc25512.1
Acc25513,Acc25513.1
Acc25514,Acc25514.1
Acc25515,Acc25515.1
Acc25516,Acc25516.1
Acc25517,Acc25517.1
Acc25518,Acc25518.1
Acc25519,Acc25519.1
Acc25520,Acc25520.1
Acc25521,Acc25521.1
Acc25522,Acc25522.1
Acc25523,Acc25523.1
Acc25524,Acc25524.1
Acc25525,Acc25525.1
Acc25526,Acc25526.1
Acc25527,Acc25527.1
Acc25528,Acc25528.1
Acc25529,Acc25529.1
Acc25530,Acc25530.1
Acc25531,Acc25531.1
Acc25532,Acc25532.1
Acc25533,Acc25533.1
Acc25534,Acc25534.1
Acc25535,Acc25535.1
Acc25536,Acc25536.1
Acc25537,Acc25537.1
Acc25538,Acc25538.1
Acc25539,Acc25539.1
Acc25540,Acc25540.1
Acc25541,Acc25541.1
Acc25542,Acc25542.1
Acc25543,Acc25543.1
Acc25544,Acc25544.1
Acc25545,Acc25545.1
Acc25546,Acc25546.1
Acc25547,Acc25547.1
Acc25548,Acc25548.1
Acc25549,Acc25549.1
Acc25550,Acc25550.1
Acc25551,Acc25551.1
Acc25552,Acc25552.1
Acc25553,Acc25553.1
Acc25554,Acc25554.1
Acc25555,Acc25555.1
Acc25556,Acc25556.1
Acc25557,Acc25557.1
Acc25558,Acc25558.1
Acc25559,Acc25559.1
Acc25560,Acc25560.1
Acc25561,Acc25561.1
Acc25562,Acc25562.1
Acc25563,Acc25563.1
Acc25564,Acc25564.1
Acc25565,Acc25565.1
Acc25566,Acc25566.1
Acc25567,Acc25567.1
Acc25568,Acc25568.1
Acc25569,Acc25569.1
Acc25570,Acc25570.1
Acc25571,Acc25571.1
Acc25572,Acc25572.1
Acc25573,Acc25573.1
Acc25574,Acc25574.1
Acc25575,Acc25575.1
Acc25576,Acc25576.1
Acc25577,Acc25577.1
Acc25578,Acc25578.1
Acc25579,Acc25579.1
Acc25580,Acc25580.1
Acc25581,Acc25581.1
Acc25582,Acc25582.1
Acc25583,Acc25583.1
Acc25584,Acc25584.1
Acc25585,Acc25585.1
Acc25586,Acc25586.1
Acc25587,Acc25587.1
Acc25588,Acc25588.1
Acc25589,Acc25589.1
Acc25590,Acc25590.1
Acc25591,Acc25591.1
Acc25592,Acc25592.1
Acc25593,Acc25593.1
Acc25594,Acc25594.1
Acc25595,Acc25595.1
Acc25596,Acc25596.1
Acc25597,Acc25597.1
Acc25598,Acc25598.1
Acc25599,Acc25599.1
Acc25600,Acc25600.1
Acc25601,Acc25601.1
Acc25602,Acc25602.1
Acc25603,Acc25603.1
Acc25604,Acc25604.1
Acc25605,Acc25605.1
Acc25606,Acc25606.1
Acc25607,Acc25607.1
Acc25608,Acc25608.1
Acc25609,Acc25609.1
Acc25610,Acc25610.1
Acc25611,Acc25611.1
Acc25612,Acc25612.1
Acc25613,Acc25613.1
Acc25614,Acc25614.1
Acc25615,Acc25615.1
Acc25616,Acc25616.1
Acc25617,Acc25617.1
Acc25618,Acc25618.1
Acc25619,Acc25619.1
Acc25620,Acc25620.1
Acc25621,Acc25621.1
Acc25622,Acc25622.1
Acc25623,Acc25623.1
Acc25624,Acc25624.1
Acc25625,Acc25625.1
Acc25626,Acc25626.1
Acc25627,Acc25627.1
Acc25628,Acc25628.1
Acc25629,Acc25629.1
Acc25630,Acc25630.1
Acc25631,Acc25631.1
Acc25632,Acc25632.1
Acc25633,Acc25633.1
Acc25634,Acc25634.1
Acc25635,Acc25635.1
Acc25636,Acc25636.1
Acc25637,Acc25637.1
Acc25638,Acc25638.1
Acc25639,Acc25639.1
Acc25640,Acc25640.1
Acc25641,Acc25641.1
Acc25642,Acc25642.1
Acc25643,Acc25643.1
Acc25644,Acc25644.1
Acc25645,Acc25645.1
Acc25646,Acc25646.1
Acc25647,Acc25647.1
Acc25648,Acc25648.1
Acc25649,Acc25649.1
Acc25650,Acc25650.1
Acc25651,Acc25651.1
Acc25652,Acc25652.1
Acc25653,Acc25653.1
Acc25655,Acc25655.1
Acc25656,Acc25656.1
Acc25657,Acc25657.1
Acc25658,Acc25658.1
Acc25659,Acc25659.1
Acc25660,Acc25660.1
Acc25661,Acc25661.1
Acc25662,Acc25662.1
Acc25663,Acc25663.1
Acc25664,Acc25664.1
Acc25665,Acc25665.1
Acc25666,Acc25666.1
Acc25667,Acc25667.1
Acc25668,Acc25668.1
Acc25669,Acc25669.1
Acc25670,Acc25670.1
Acc25671,Acc25671.1
Acc25672,Acc25672.1
Acc25673,Acc25673.1
Acc25674,Acc25674.1
Acc25675,Acc25675.1
Acc25676,Acc25676.1
Acc25677,Acc25677.1
Acc25678,Acc25678.1
Acc25679,Acc25679.1
Acc25680,Acc25680.1
Acc25681,Acc25681.1
Acc25682,Acc25682.1
Acc25683,Acc25683.1
Acc25684,Acc25684.1
Acc25685,Acc25685.1
Acc25686,Acc25686.1
Acc25687,Acc25687.1
Acc25688,Acc25688.1
Acc25689,Acc25689.1
Acc25690,Acc25690.1
Acc25691,Acc25691.1
Acc25692,Acc25692.1
Acc25693,Acc25693.1
Acc25694,Acc25694.1
Acc25695,Acc25695.1
Acc25696,Acc25696.1
Acc25697,Acc25697.1
Acc25698,Acc25698.1
Acc25699,Acc25699.1
Acc25700,Acc25700.1
Acc25701,Acc25701.1
Acc25702,Acc25702.1
Acc25703,Acc25703.1
Acc25704,Acc25704.1
Acc25705,Acc25705.1
Acc25706,Acc25706.1
Acc25707,Acc25707.1
Acc25708,Acc25708.1
Acc25709,Acc25709.1
Acc25710,Acc25710.1
Acc25711,Acc25711.1
Acc25712,Acc25712.1
Acc25713,Acc25713.1
Acc25714,Acc25714.1
Acc25715,Acc25715.1
Acc25716,Acc25716.1
Acc25717,Acc25717.1
Acc25718,Acc25718.1
Acc25719,Acc25719.1
Acc25720,Acc25720.1
Acc25721,Acc25721.1
Acc25722,Acc25722.1
Acc25723,Acc25723.1
Acc25724,Acc25724.1
Acc25725,Acc25725.1
Acc25726,Acc25726.1
Acc25727,Acc25727.1
Acc25728,Acc25728.1
Acc25729,Acc25729.1
Acc25730,Acc25730.1
Acc25731,Acc25731.1
Acc25732,Acc25732.1
Acc25733,Acc25733.1
Acc25734,Acc25734.1
Acc25735,Acc25735.1
Acc25736,Acc25736.1
Acc25737,Acc25737.1
Acc25738,Acc25738.1
Acc25739,Acc25739.1
Acc25740,Acc25740.1
Acc25741,Acc25741.1
Acc25742,Acc25742.1
Acc25743,Acc25743.1
Acc25744,Acc25744.1
Acc25745,Acc25745.1
Acc25746,Acc25746.1
Acc25747,Acc25747.1
Acc25748,Acc25748.1
Acc25749,Acc25749.1
Acc25750,Acc25750.1
Acc25751,Acc25751.1
Acc25752,Acc25752.1
Acc25753,Acc25753.1
Acc25754,Acc25754.1
Acc25755,Acc25755.1
Acc25756,Acc25756.1
Acc25757,Acc25757.1
Acc25758,Acc25758.1
Acc25759,Acc25759.1
Acc25760,Acc25760.1
Acc25761,Acc25761.1
Acc25762,Acc25762.1
Acc25763,Acc25763.1
Acc25764,Acc25764.1
Acc25765,Acc25765.1
Acc25766,Acc25766.1
Acc25767,Acc25767.1
Acc25768,Acc25768.1
Acc25769,Acc25769.1
Acc25770,Acc25770.1
Acc25771,Acc25771.1
Acc25772,Acc25772.1
Acc25773,Acc25773.1
Acc25774,Acc25774.1
Acc25775,Acc25775.1
Acc25776,Acc25776.1
Acc25777,Acc25777.1
Acc25778,Acc25778.1
Acc25779,Acc25779.1
Acc25780,Acc25780.1
Acc25781,Acc25781.1
Acc25782,Acc25782.1
Acc25783,Acc25783.1
Acc25784,Acc25784.1
Acc25785,Acc25785.1
Acc25786,Acc25786.1
Acc25787,Acc25787.1
Acc25788,Acc25788.1
Acc25789,Acc25789.1
Acc25790,Acc25790.1
Acc25791,Acc25791.1
Acc25792,Acc25792.1
Acc25793,Acc25793.1
Acc25794,Acc25794.1
Acc25795,Acc25795.1
Acc25796,Acc25796.1
Acc25797,Acc25797.1
Acc25798,Acc25798.1
Acc25799,Acc25799.1
Acc25800,Acc25800.1
Acc25801,Acc25801.1
Acc25802,Acc25802.1
Acc25803,Acc25803.1
Acc25804,Acc25804.1
Acc25805,Acc25805.1
Acc25806,Acc25806.1
Acc25807,Acc25807.1
Acc25808,Acc25808.1
Acc25809,Acc25809.1
Acc25810,Acc25810.1
Acc25811,Acc25811.1
Acc25812,Acc25812.1
Acc25813,Acc25813.1
Acc25814,Acc25814.1
Acc25815,Acc25815.1
Acc25816,Acc25816.1
Acc25817,Acc25817.1
Acc25818,Acc25818.1
Acc25819,Acc25819.1
Acc25820,Acc25820.1
Acc25821,Acc25821.1
Acc25822,Acc25822.1
Acc25823,Acc25823.1
Acc25824,Acc25824.1
Acc25825,Acc25825.1
Acc25826,Acc25826.1
Acc25827,Acc25827.1
Acc25828,Acc25828.1
Acc25829,Acc25829.1
Acc25830,Acc25830.1
Acc25831,Acc25831.1
Acc25832,Acc25832.1
Acc25833,Acc25833.1
Acc25834,Acc25834.1
Acc25835,Acc25835.1
Acc25836,Acc25836.1
Acc25837,Acc25837.1
Acc25838,Acc25838.1
Acc25839,Acc25839.1
Acc25840,Acc25840.1
Acc25841,Acc25841.1
Acc25842,Acc25842.1
Acc25843,Acc25843.1
Acc25844,Acc25844.1
Acc25845,Acc25845.1
Acc25846,Acc25846.1
Acc25847,Acc25847.1
Acc25848,Acc25848.1
Acc25849,Acc25849.1
Acc25850,Acc25850.1
Acc25851,Acc25851.1
Acc25852,Acc25852.1
Acc25853,Acc25853.1
Acc25854,Acc25854.1
Acc25855,Acc25855.1
Acc25856,Acc25856.1
Acc25857,Acc25857.1
Acc25858,Acc25858.1
Acc25859,Acc25859.1
Acc25860,Acc25860.1
Acc25861,Acc25861.1
Acc25862,Acc25862.1
Acc25863,Acc25863.1
Acc25864,Acc25864.1
Acc25865,Acc25865.1
Acc25866,Acc25866.1
Acc25867,Acc25867.1
Acc25868,Acc25868.1
Acc25869,Acc25869.1
Acc25870,Acc25870.1
Acc25871,Acc25871.1
Acc25872,Acc25872.1
Acc25873,Acc25873.1
Acc25874,Acc25874.1
Acc25875,Acc25875.1
Acc25876,Acc25876.1
Acc25877,Acc25877.1
Acc25878,Acc25878.1
Acc25879,Acc25879.1
Acc25880,Acc25880.1
Acc25881,Acc25881.1
Acc25882,Acc25882.1
Acc25883,Acc25883.1
Acc25884,Acc25884.1
Acc25885,Acc25885.1
Acc25886,Acc25886.1
Acc25887,Acc25887.1
Acc25888,Acc25888.1
Acc25889,Acc25889.1
Acc25890,Acc25890.1
Acc25891,Acc25891.1
Acc25892,Acc25892.1
Acc25893,Acc25893.1
Acc25894,Acc25894.1
Acc25895,Acc25895.1
Acc25896,Acc25896.1
Acc25897,Acc25897.1
Acc25898,Acc25898.1
Acc25899,Acc25899.1
Acc25900,Acc25900.1
Acc25901,Acc25901.1
Acc25902,Acc25902.1
Acc25903,Acc25903.1
Acc25904,Acc25904.1
Acc25905,Acc25905.1
Acc25906,Acc25906.1
Acc25907,Acc25907.1
Acc25908,Acc25908.1
Acc25909,Acc25909.1
Acc25910,Acc25910.1
Acc25911,Acc25911.1
Acc25912,Acc25912.1
Acc25913,Acc25913.1
Acc25914,Acc25914.1
Acc25915,Acc25915.1
Acc25916,Acc25916.1
Acc25919,Acc25919.1
Acc25920,Acc25920.1
Acc25921,Acc25921.1
Acc25922,Acc25922.1
Acc25923,Acc25923.1
Acc25924,Acc25924.1
Acc25925,Acc25925.1
Acc25926,Acc25926.1
Acc25927,Acc25927.1
Acc25928,Acc25928.1
Acc25929,Acc25929.1
Acc25930,Acc25930.1
Acc25931,Acc25931.1
Acc25932,Acc25932.1
Acc25933,Acc25933.1
Acc25934,Acc25934.1
Acc25935,Acc25935.1
Acc25936,Acc25936.1
Acc25937,Acc25937.1
Acc25938,Acc25938.1
Acc25939,Acc25939.1
Acc25940,Acc25940.1
Acc25941,Acc25941.1
Acc25942,Acc25942.1
Acc25943,Acc25943.1
Acc25944,Acc25944.1
Acc25945,Acc25945.1
Acc25946,Acc25946.1
Acc25947,Acc25947.1
Acc25948,Acc25948.1
Acc25949,Acc25949.1
Acc25950,Acc25950.1
Acc25951,Acc25951.1
Acc25952,Acc25952.1
Acc25953,Acc25953.1
Acc25954,Acc25954.1
Acc25955,Acc25955.1
Acc25956,Acc25956.1
Acc25957,Acc25957.1
Acc25958,Acc25958.1
Acc25959,Acc25959.1
Acc25960,Acc25960.1
Acc25961,Acc25961.1
Acc25962,Acc25962.1
Acc25963,Acc25963.1
Acc25964,Acc25964.1
Acc25965,Acc25965.1
Acc25966,Acc25966.1
Acc25967,Acc25967.1
Acc25968,Acc25968.1
Acc25969,Acc25969.1
Acc25970,Acc25970.1
Acc25971,Acc25971.1
Acc25972,Acc25972.1
Acc25973,Acc25973.1
Acc25974,Acc25974.1
Acc25975,Acc25975.1
Acc25976,Acc25976.1
Acc25977,Acc25977.1
Acc25978,Acc25978.1
Acc25979,Acc25979.1
Acc25980,Acc25980.1
Acc25981,Acc25981.1
Acc25982,Acc25982.1
Acc25983,Acc25983.1
Acc25984,Acc25984.1
Acc25985,Acc25985.1
Acc25986,Acc25986.1
Acc25987,Acc25987.1
Acc25988,Acc25988.1
Acc25989,Acc25989.1
Acc25990,Acc25990.1
Acc25991,Acc25991.1
Acc25992,Acc25992.1
Acc25993,Acc25993.1
Acc25994,Acc25994.1
Acc25995,Acc25995.1
Acc25996,Acc25996.1
Acc25997,Acc25997.1
Acc25998,Acc25998.1
Acc25999,Acc25999.1
Acc26000,Acc26000.1
Acc26001,Acc26001.1
Acc26002,Acc26002.1
Acc26003,Acc26003.1
Acc26004,Acc26004.1
Acc26005,Acc26005.1
Acc26006,Acc26006.1
Acc26007,Acc26007.1
Acc26008,Acc26008.1
Acc26009,Acc26009.2
Acc26010,Acc26010.1
Acc26011,Acc26011.1
Acc26012,Acc26012.1
Acc26013,Acc26013.1
Acc26014,Acc26014.1
Acc26015,Acc26015.1
Acc26016,Acc26016.1
Acc26017,Acc26017.1
Acc26018,Acc26018.1
Acc26019,Acc26019.1
Acc26020,Acc26020.1
Acc26021,Acc26021.1
Acc26022,Acc26022.1
Acc26023,Acc26023.1
Acc26024,Acc26024.1
Acc26025,Acc26025.1
Acc26026,Acc26026.1
Acc26027,Acc26027.1
Acc26028,Acc26028.1
Acc26029,Acc26029.1
Acc26030,Acc26030.1
Acc26031,Acc26031.1
Acc26032,Acc26032.1
Acc26033,Acc26033.1
Acc26034,Acc26034.1
Acc26035,Acc26035.1
Acc26036,Acc26036.1
Acc26037,Acc26037.1
Acc26038,Acc26038.1
Acc26039,Acc26039.1
Acc26040,Acc26040.1
Acc26041,Acc26041.1
Acc26042,Acc26042.1
Acc26043,Acc26043.1
Acc26044,Acc26044.1
Acc26045,Acc26045.1
Acc26046,Acc26046.1
Acc26047,Acc26047.1
Acc26048,Acc26048.1
Acc26049,Acc26049.1
Acc26050,Acc26050.1
Acc26051,Acc26051.1
Acc26052,Acc26052.1
Acc26053,Acc26053.1
Acc26054,Acc26054.1
Acc26055,Acc26055.1
Acc26056,Acc26056.1
Acc26057,Acc26057.1
Acc26058,Acc26058.1
Acc26059,Acc26059.1
Acc26060,Acc26060.1
Acc26061,Acc26061.1
Acc26062,Acc26062.1
Acc26063,Acc26063.1
Acc26064,Acc26064.1
Acc26065,Acc26065.1
Acc26066,Acc26066.1
Acc26067,Acc26067.1
Acc26068,Acc26068.1
Acc26069,Acc26069.1
Acc26070,Acc26070.1
Acc26071,Acc26071.1
Acc26072,Acc26072.1
Acc26073,Acc26073.1
Acc26074,Acc26074.1
Acc26075,Acc26075.1
Acc26076,Acc26076.1
Acc26077,Acc26077.1
Acc26078,Acc26078.1
Acc26079,Acc26079.1
Acc26080,Acc26080.1
Acc26081,Acc26081.1
Acc26082,Acc26082.1
Acc26083,Acc26083.1
Acc26084,Acc26084.1
Acc26085,Acc26085.1
Acc26086,Acc26086.1
Acc26087,Acc26087.1
Acc26088,Acc26088.1
Acc26089,Acc26089.1
Acc26090,Acc26090.1
Acc26091,Acc26091.1
Acc26092,Acc26092.1
Acc26093,Acc26093.1
