,Read	HTSeq,HTSeq,HTSeq,HTSeq
,Actinidia04633.t1	1170,1364,931,653
,Actinidia04634.t1	93,112,44,54
,Actinidia04635.t1	59,41,31,39
,Actinidia04636.t1	486,647,494,386
,Actinidia04637.t1	1353,2185,1265,819
,Actinidia04638.t1	19,9,8,12
,Actinidia04639.t1	0,0,0,0
,Actinidia04640.t2	733,1267,786,692
,Actinidia04641.t1	0,0,0,0
,Actinidia04642.t1	325,533,317,906
,Actinidia04643.t1	0,0,0,0
,Actinidia04644.t1	32,35,23,28
,Actinidia04645.t1	0,0,0,0
,Actinidia04646.t1	0,11,2,11
,Actinidia04647.t1	0,2,0,3
,Actinidia04648.t1	1986,2728,1765,1757
,Actinidia04649.t1	908,1184,767,738
,Actinidia04650.t1	4,2,1,1
,Actinidia04651.t1	0,0,0,0
,Actinidia04652.t1	1951,3377,1880,1430
,Actinidia04653.t1	32,22,22,28
,Actinidia04654.t1	0,0,0,0
,Actinidia04655.t1	0,0,0,0
,Actinidia04656.t1	0,0,0,0
,Actinidia04657.t1	2,0,1,5
,Actinidia04658.t1	0,0,0,0
,Actinidia04659.t1	136,260,123,90
,Actinidia04660.t1	65,93,89,63
,Actinidia04661.t1	209,340,252,152
,Actinidia04662.t1	0,0,0,0
,Actinidia04663.t1	28,24,31,157
,Actinidia04664.t1	302,331,246,3125
,Actinidia04665.t1	1004,1296,776,542
,Actinidia04666.t1	0,0,0,0
,Actinidia04667.t1	103,111,53,66
,Actinidia04668.t1	365,580,335,141
,Actinidia04669.t1	0,0,0,0
,Actinidia04670.t1	0,0,0,0
,Actinidia04671.t1	419,533,375,283
,Actinidia04672.t1	2,12,7,77
,Actinidia04673.t1	0,0,0,0
,Actinidia04674.t1	944,1245,887,932
,Actinidia04675.t1	0,0,0,0
,Actinidia04676.t1	0,0,0,0
,Actinidia04677.t1	44,75,52,39
,Actinidia04678.t1	12,15,19,15
,Actinidia04679.t1	43,42,46,85
,Actinidia04680.t1	296,408,274,258
,Actinidia04681.t1	0,0,1,0
,Actinidia04682.t1	0,0,0,0
,Actinidia04683.t1	0,0,0,0
,Actinidia04684.t1	0,0,0,0
,Actinidia04685.t1	1,1,2,9
,Actinidia04686.t1	13,23,17,32
,Actinidia04687.t1	17,19,18,15
,Actinidia04688.t1	12,17,10,8
,Actinidia04689.t1	0,1,0,0
,Actinidia04690.t1	389,436,303,311
,Actinidia04691.t1	0,0,0,2
,Actinidia04692.t1	214,236,193,225
,Actinidia04693.t1	0,0,0,0
,Actinidia04694.t1	220,333,220,174
,Actinidia04695.t1	0,0,0,0
,Actinidia04696.t1	0,0,0,0
,Actinidia04697.t1	163,215,144,151
,Actinidia04698.t1	147,187,181,46
,Actinidia04699.t1	0,0,0,0
,Actinidia04700.t1	0,0,0,0
,Actinidia04701.t1	0,0,0,0
,Actinidia04702.t1	0,0,0,0
,Actinidia04703.t1	0,0,0,0
,Actinidia04704.t1	0,0,0,0
,Actinidia04705.t1	1014,1551,951,577
,Actinidia04706.t1	294,437,241,139
,Actinidia04707.t1	17,18,14,12
,Actinidia04708.t1	19,13,8,7
,Actinidia04709.t1	325,323,201,177
,Actinidia04710.t1	804,1056,744,519
,Actinidia04711.t1	2472,3376,2278,1688
,Actinidia04712.t1	0,0,0,0
,Actinidia04713.t1	300,406,359,412
,Actinidia04714.t1	9,12,20,24
,Actinidia04715.t1	34,35,39,2
,Actinidia04716.t1	0,0,0,0
,Actinidia04717.t1	0,0,0,0
,Actinidia04718.t1	4,7,1,4
,Actinidia04719.t1	1,8,3,7
,Actinidia04720.t1	99,128,88,108
,Actinidia04721.t1	10,35,2,9
,Actinidia04722.t1	317,464,379,437
,Actinidia04723.t1	5,1,3,1
,Actinidia04724.t1	27,25,24,14
,Actinidia04725.t1	8,15,8,12
,Actinidia04726.t1	0,0,0,0
,Actinidia04727.t1	64,71,70,105
,Actinidia04728.t1	27,8,8,31
,Actinidia04729.t1	0,0,0,0
,Actinidia04730.t1	0,0,0,0
,Actinidia04731.t1	33,39,33,56
,Actinidia04732.t1	1696,2192,1470,1071
,Actinidia04733.t1	63,71,64,85
,Actinidia04734.t1	11,6,4,18
,Actinidia04735.t1	1603,2405,1664,1480
,Actinidia04736.t1	0,0,0,0
,Actinidia04737.t1	0,0,0,0
,Actinidia04738.t1	0,0,0,0
,Actinidia04739.t1	0,0,0,0
,Actinidia04740.t1	0,0,0,0
,Actinidia04741.t1	0,0,0,1
,Actinidia04742.t2	1727,2135,1355,1086
,Actinidia04743.t1	46,45,44,14
,Actinidia04744.t1	2042,2571,1764,1642
,Actinidia04745.t1	0,0,0,0
,Actinidia04746.t1	549,745,465,232
,Actinidia04747.t1	4669,7769,5733,1449
,Actinidia04748.t1	1837,2642,1673,1220
,Actinidia04749.t1	523,568,411,255
,Actinidia04750.t1	130,155,81,68
,Actinidia04751.t1	278,304,217,234
,Actinidia04752.t1	0,0,0,0
,Actinidia04753.t1	3224,4332,2840,2177
,Actinidia04754.t1	146,160,122,1
,Actinidia04755.t1	973,1290,1011,973
,Actinidia04756.t1	5479,7236,4767,4930
,Actinidia04757.t1	149,123,101,339
,Actinidia04758.t1	2,1,0,0
,Actinidia04759.t1	0,1,0,0
,Actinidia04760.t2	2565,3602,1950,1243
,Actinidia04761.t1	55,92,52,319
,Actinidia04762.t2	7372,9433,6109,7132
,Actinidia04763.t1	1819,2770,1602,900
,Actinidia04764.t1	2383,2692,2018,1242
,Actinidia04765.t3	485,580,394,307
,Actinidia04766.t1	0,0,0,0
,Actinidia04767.t1	122,172,155,70
,Actinidia04768.t1	150,161,163,195
,Actinidia04769.t1	1,1,0,0
,Actinidia04770.t1	332,482,266,212
,Actinidia04771.t1	138,174,152,126
,Actinidia04772.t1	0,0,0,0
,Actinidia04773.t1	0,0,0,0
,Actinidia04774.t1	79,98,67,352
,Actinidia04775.t1	217,259,209,329
,Actinidia04776.t1	438,589,373,545
,Actinidia04777.t1	424,690,421,714
,Actinidia04778.t1	3,7,7,3
,Actinidia04779.t1	20,6,6,6
,Actinidia04780.t1	0,0,0,0
,Actinidia04781.t1	0,0,0,0
,Actinidia04782.t1	0,0,0,0
,Actinidia04783.t1	2,3,1,1
,Actinidia04784.t1	99,110,80,52
,Actinidia04785.t1	0,0,0,0
,Actinidia04786.t1	0,0,0,0
,Actinidia04787.t1	0,0,0,0
,Actinidia04788.t1	0,0,0,0
,Actinidia04789.t1	0,0,1,0
,Actinidia04790.t1	71,113,66,220
,Actinidia04791.t1	1656,2058,1403,3337
,Actinidia04792.t1	3020,3840,2051,2558
,Actinidia04793.t1	265,393,238,249
,Actinidia04794.t1	475,716,371,638
,Actinidia04795.t1	633,863,663,852
,Actinidia04796.t1	2,2,1,8
,Actinidia04797.t1	350,417,286,221
,Actinidia04798.t1	1928,2651,1717,987
,Actinidia04799.t1	37,31,19,38
,Actinidia04800.t1	409,614,463,306
,Actinidia04801.t1	369,464,272,182
,Actinidia04802.t1	367,531,353,216
,Actinidia04803.t1	2,9,3,5
,Actinidia04804.t1	1639,1851,1304,661
,Actinidia04805.t1	48,36,33,21
,Actinidia04806.t1	1,0,0,0
,Actinidia04807.t1	3240,4444,3177,2068
,Actinidia04808.t1	7912,10172,5672,19
,Actinidia04809.t1	1159,1357,955,510
,Actinidia04810.t1	97,135,123,8
,Actinidia04811.t1	711,862,613,406
,Actinidia04812.t1	433,560,358,507
,Actinidia04813.t1	1939,2708,1613,1185
,Actinidia04814.t1	59,78,45,25
,Actinidia04815.t1	1257,1489,1082,772
,Actinidia04816.t1	4287,5588,3193,394
,Actinidia04817.t1	258,247,131,74
,Actinidia04818.t1	1268,1771,1052,559
,Actinidia04819.t1	405,493,375,330
,Actinidia04820.t1	106,189,102,77
,Actinidia04821.t1	150,222,127,98
,Actinidia04822.t1	195,303,149,2306
,Actinidia04823.t1	100,114,70,79
,Actinidia04824.t1	1006,1215,836,716
,Actinidia04825.t1	11909,15337,10811,8136
,Actinidia04826.t1	4399,6007,4083,1923
,Actinidia04827.t1	216,337,203,129
,Actinidia04828.t1	48,81,36,34
,Actinidia04829.t1	51,102,50,50
,Actinidia04830.t1	1616,2138,1391,8602
,Actinidia04831.t1	38068,58182,36081,19158
,Actinidia04832.t1	45,58,28,37
,Actinidia04833.t1	3,5,0,0
,Actinidia04834.t1	0,0,0,0
,Actinidia04835.t1	4639,6103,4396,3668
,Actinidia04836.t1	160,289,150,110
,Actinidia04837.t1	1868,2920,1770,1276
,Actinidia04838.t1	46,48,35,4
,Actinidia04839.t1	1,16,22,0
,Actinidia04840.t1	424,444,415,75
,Actinidia04841.t1	816,923,652,421
,Actinidia04842.t1	312,456,272,52
,Actinidia04843.t1	151,163,148,76
,Actinidia04844.t1	360,366,330,173
,Actinidia04845.t1	307,480,287,322
,Actinidia04846.t2	261,323,221,149
,Actinidia04847.t1	1154,1506,1058,1101
,Actinidia04848.t1	1782,2325,1388,1548
,Actinidia04849.t1	3214,4532,2856,2403
,Actinidia04850.t1	11,14,0,4
,Actinidia04851.t1	150,214,171,173
,Actinidia04852.t1	0,1,2,1
,Actinidia04853.t1	2,3,4,0
,Actinidia04854.t1	34,33,40,24
,Actinidia04855.t1	1066,1386,913,771
,Actinidia04856.t1	354,457,332,237
,Actinidia04857.t1	487,734,566,349
,Actinidia04858.t1	140,186,146,11
,Actinidia04859.t1	152,207,155,140
,Actinidia04860.t1	3775,4477,3085,3398
,Actinidia04861.t1	1478,2053,1178,2054
,Actinidia04862.t1	58,128,56,65
,Actinidia04863.t1	313,338,285,152
,Actinidia04864.t1	148,182,167,84
,Actinidia04865.t1	1071,1155,842,269
,Actinidia04866.t1	149,181,128,112
,Actinidia04867.t1	549,770,546,206
,Actinidia04868.t1	193,343,174,81
,Actinidia04869.t3	847,1242,863,817
,Actinidia04870.t1	544,707,677,350
,Actinidia04871.t1	189,203,149,171
,Actinidia04872.t1	60,53,48,34
,Actinidia04873.t1	1362,1695,1250,725
,Actinidia04874.t1	5397,6611,4577,3802
,Actinidia04875.t1	1136,1511,1085,950
,Actinidia04876.t1	941,1526,892,941
,Actinidia04877.t2	193,175,166,47
,Actinidia04878.t1	0,0,0,0
,Actinidia04879.t1	424,429,234,281
,Actinidia04880.t1	54,62,40,94
,Actinidia04881.t1	875,1058,684,1702
,Actinidia04882.t1	643,922,551,353
,Actinidia04883.t1	881,1368,944,715
,Actinidia04884.t3	1674,1999,1167,462
,Actinidia04885.t1	38,56,32,35
,Actinidia04886.t1	502,569,382,297
,Actinidia04887.t1	527,814,483,331
,Actinidia04888.t1	593,814,621,464
,Actinidia04889.t1	2,0,4,0
,Actinidia04890.t1	287,315,219,241
,Actinidia04891.t1	1287,1754,1258,855
,Actinidia04892.t1	3,1,4,5
,Actinidia04893.t1	8,14,8,13
,Actinidia04894.t1	728,920,544,112
,Actinidia04895.t2	1412,1915,1427,875
,Actinidia04896.t1	4333,6249,3846,2334
,Actinidia04897.t1	281,360,241,233
,Actinidia04898.t1	875,999,783,478
,Actinidia04899.t1	866,1035,847,528
,Actinidia04900.t1	529,664,458,779
,Actinidia04901.t1	399,535,340,560
,Actinidia04902.t1	359,427,256,176
,Actinidia04903.t1	5615,6644,4775,4315
,Actinidia04904.t1	442,570,462,405
,Actinidia04905.t1	3943,5160,3506,2838
,Actinidia04906.t3	552,612,428,542
,Actinidia04907.t1	1388,1756,1211,761
,Actinidia04908.t1	520,743,406,249
,Actinidia04909.t1	1241,1566,1153,1268
,Actinidia04910.t1	4437,5900,3719,3719
,Actinidia04911.t1	11,17,13,0
,Actinidia04912.t1	716,1003,705,440
,Actinidia04913.t1	2558,3556,2241,4891
,Actinidia04914.t1	210,297,181,4514
,Actinidia04915.t1	1,0,1,2
,Actinidia04916.t1	4450,5903,3909,2470
,Actinidia04917.t1	30,35,25,49
,Actinidia04918.t1	935,1217,886,377
,Actinidia04919.t1	393,606,388,291
,Actinidia04920.t1	16545,20282,14019,7394
,Actinidia04921.t1	0,0,0,0
,Actinidia04922.t1	355,447,318,332
,Actinidia04923.t1	2,14,15,0
,Actinidia04924.t1	90,117,90,1114
,Actinidia04925.t1	6,1,1,45
,Actinidia04926.t1	0,0,0,0
,Actinidia04927.t1	667,829,530,406
,Actinidia04928.t1	461,625,400,259
,Actinidia04929.t1	293,363,256,174
,Actinidia04930.t1	745,1049,806,534
,Actinidia04931.t1	1005,1295,966,539
,Actinidia04932.t1	1,1,0,1
,Actinidia04933.t2	4076,5440,3382,3804
,Actinidia04934.t1	528,789,424,907
,Actinidia04935.t1	2485,3276,2192,1671
,Actinidia04936.t1	58,92,37,75
,Actinidia04937.t1	12,17,12,18
,Actinidia04938.t1	4357,5259,3717,819
,Actinidia04939.t1	0,0,0,0
,Actinidia04940.t1	2455,2971,2252,500
,Actinidia04941.t1	18833,23700,15452,1817
,Actinidia04942.t1	8,4,3,0
,Actinidia04943.t1	1643,2015,1495,1272
,Actinidia04944.t1	3,7,2,10
,Actinidia04945.t1	1316,1710,1102,869
,Actinidia04946.t1	2216,2980,1834,2121
,Actinidia04947.t1	7146,12546,6864,8141
,Actinidia04948.t1	1,0,0,0
,Actinidia04949.t1	1487,1884,1306,1027
,Actinidia04950.t1	0,0,0,0
,Actinidia04951.t1	1009,1171,694,547
,Actinidia04952.t1	103,158,88,95
,Actinidia04953.t1	410,607,503,224
,Actinidia04954.t1	910,1189,706,539
,Actinidia04955.t1	1,0,0,0
,Actinidia04956.t1	211,260,162,1323
,Actinidia04957.t1	15108,20331,13578,7262
,Actinidia04958.t1	1,4,1,0
,Actinidia04959.t1	673,884,583,804
,Actinidia04960.t1	1610,2033,1407,2031
,Actinidia04961.t1	2,14,6,11
,Actinidia04962.t1	0,0,0,0
,Actinidia04963.t1	1,1,6,2
,Actinidia04964.t1	689,939,596,512
,Actinidia04965.t1	431,534,366,287
,Actinidia04966.t1	1,0,1,0
,Actinidia04967.t1	0,0,0,0
,Actinidia04968.t1	472,543,392,315
,Actinidia04969.t1	1,5,1,0
,Actinidia04970.t1	325,433,260,401
,Actinidia04971.t1	699,786,537,1873
,Actinidia04972.t1	64,88,55,70
,Actinidia04973.t1	191,262,133,1133
,Actinidia04974.t1	3353,4594,3083,3624
,Actinidia04975.t1	1330,1604,1198,1377
,Actinidia04976.t1	2100,2711,1671,1535
,Actinidia04977.t1	4649,5650,4049,3215
,Actinidia04978.t1	0,0,0,0
,Actinidia04979.t1	3,9,1,5
,Actinidia04980.t1	75,193,138,36
,Actinidia04981.t1	45124,59047,38594,11958
,Actinidia04982.t1	880,1389,992,724
,Actinidia04983.t1	8,1,11,19
,Actinidia04984.t2	1042,1392,888,610
,Actinidia04985.t1	0,0,0,0
,Actinidia04986.t1	0,0,0,0
,Actinidia04987.t1	0,0,0,0
,Actinidia04988.t1	1,0,0,0
,Actinidia04989.t1	617,752,513,301
,Actinidia04990.t1	83,121,74,44
,Actinidia04991.t1	1392,1944,1354,1733
,Actinidia04992.t1	169,280,147,82
,Actinidia04993.t1	5589,7087,4574,3693
,Actinidia04994.t1	2285,2763,2042,2277
,Actinidia04995.t1	3123,4202,2715,2928
,Actinidia04996.t1	2059,2571,1829,1100
,Actinidia04997.t2	2698,3442,2455,1723
,Actinidia04998.t1	0,0,0,1
,Actinidia04999.t2	1670,2266,1417,910
,Actinidia05000.t1	5,2,0,0
,Actinidia05001.t1	61,78,71,9
,Actinidia05002.t1	551,896,493,1984
,Actinidia05003.t1	722,663,553,323
,Actinidia05004.t1	861,1048,799,874
,Actinidia05005.t1	4786,5950,4201,2339
,Actinidia05006.t1	163,330,126,694
,Actinidia05007.t1	105,156,124,99
,Actinidia05008.t2	1499,1699,1202,884
,Actinidia05009.t2	73,193,111,1401
,Actinidia05010.t1	2763,3435,2202,1995
,Actinidia05011.t1	1147,1590,1086,724
,Actinidia05012.t2	5000,6526,4561,3224
,Actinidia05013.t1	783,1233,791,718
,Actinidia05014.t1	84,87,74,171
,Actinidia05015.t1	428,955,527,455
,Actinidia05016.t1	542,607,437,998
,Actinidia05017.t1	2661,3623,2150,1379
,Actinidia05018.t1	10,12,13,0
,Actinidia05019.t1	1594,2078,1314,1004
,Actinidia05020.t1	942,1159,799,105
,Actinidia05021.t1	4566,5869,4024,2040
,Actinidia05022.t1	648,789,549,328
,Actinidia05023.t1	326,413,266,240
,Actinidia05024.t1	219,195,186,145
,Actinidia05025.t1	68,88,34,6
,Actinidia05026.t1	0,0,0,0
,Actinidia05027.t1	0,0,0,0
,Actinidia05028.t1	3997,5568,3819,1647
,Actinidia05029.t3	4790,6209,4179,3456
,Actinidia05030.t1	0,1,0,0
,Actinidia05031.t2	1493,1727,1215,1372
,Actinidia05032.t1	1236,1554,1162,898
,Actinidia05033.t1	1728,2521,1662,1961
,Actinidia05034.t2	4079,5284,4079,2665
,Actinidia05035.t2	1511,2279,1383,769
,Actinidia05036.t1	37,74,40,179
,Actinidia05037.t1	1167,1514,1060,757
,Actinidia05038.t1	554,788,407,5565
,Actinidia05039.t1	607,728,590,445
,Actinidia05040.t1	55,52,22,26
,Actinidia05041.t1	11599,15782,10874,9679
,Actinidia05042.t1	1438,1883,1293,855
,Actinidia05043.t1	643,775,501,489
,Actinidia05044.t1	1,2,1,1
,Actinidia05045.t1	43,79,70,47
,Actinidia05046.t2	134,164,117,99
,Actinidia05047.t1	66,80,37,48
,Actinidia05048.t1	0,0,0,0
,Actinidia05049.t1	44,75,40,18
,Actinidia05050.t1	17,34,16,54
,Actinidia05051.t1	526,834,522,303
,Actinidia05052.t1	300,392,280,158
,Actinidia05053.t2	1297,1696,1281,1027
,Actinidia05054.t1	1636,2237,1369,888
,Actinidia05055.t1	1208,1633,1009,931
,Actinidia05056.t1	1167,2130,1382,835
,Actinidia05057.t1	247,349,227,307
,Actinidia05058.t1	24,32,14,68
,Actinidia05059.t1	33,29,29,113
,Actinidia05060.t1	1939,2529,1631,1414
,Actinidia05061.t1	9109,11942,7940,12324
,Actinidia05062.t1	1546,2253,1311,1065
,Actinidia05063.t2	215,304,200,169
,Actinidia05064.t1	394,478,369,361
,Actinidia05065.t1	6,13,6,9
,Actinidia05066.t1	1141,1502,831,868
,Actinidia05067.t1	1017,1411,793,2250
,Actinidia05068.t1	0,0,0,0
,Actinidia05069.t1	2,2,0,0
,Actinidia05070.t1	0,0,0,0
,Actinidia05071.t1	976,1492,1003,810
,Actinidia05072.t1	20,53,26,11
,Actinidia05073.t1	1308,2263,1655,1111
,Actinidia05074.t1	5174,8361,5731,4035
,Actinidia05075.t1	4,3,5,1
,Actinidia05076.t1	1568,2336,1502,1048
,Actinidia05077.t1	1578,1881,1471,1034
,Actinidia05078.t2	290,454,180,3
,Actinidia05079.t1	32,87,36,21
,Actinidia05080.t1	40,48,32,20
,Actinidia05081.t1	290,334,210,190
,Actinidia05082.t1	17,18,22,0
,Actinidia05083.t1	87,96,96,455
,Actinidia05084.t1	0,1,1,0
,Actinidia05085.t1	1422,2017,1239,554
,Actinidia05086.t1	0,0,0,0
,Actinidia05087.t1	13,29,12,64
,Actinidia05088.t2	783,942,638,590
,Actinidia05089.t1	2862,3902,2495,2211
,Actinidia05090.t1	3125,4194,3193,2201
,Actinidia05091.t1	657,810,592,230
,Actinidia05092.t1	78,75,80,40
,Actinidia05093.t1	895,1151,853,553
,Actinidia05094.t1	11804,13188,9965,3734
,Actinidia05095.t1	1688,1907,1218,3
,Actinidia05096.t1	3835,5543,3491,2928
,Actinidia05097.t1	314,337,233,114
,Actinidia05098.t1	121,195,131,109
,Actinidia05099.t1	188,251,211,122
,Actinidia05100.t1	563,744,467,403
,Actinidia05101.t1	2514,3128,2374,1579
,Actinidia05102.t1	18,2,7,1
,Actinidia05103.t1	11,15,2,0
,Actinidia05104.t1	395,515,400,146
,Actinidia05105.t1	685,892,517,180
,Actinidia05106.t1	1,1,1,0
,Actinidia05107.t1	1900,2720,1711,1337
,Actinidia05108.t1	902,1220,747,557
,Actinidia05109.t1	3523,4422,2834,2785
,Actinidia05110.t2	146,221,106,22
,Actinidia05111.t1	6,1,1,0
,Actinidia05112.t1	1,10,1,0
,Actinidia05113.t1	2751,3644,2337,2120
,Actinidia05114.t1	1,0,0,0
,Actinidia05115.t1	2949,4288,2655,2995
,Actinidia05116.t1	12320,17194,10997,13443
,Actinidia05117.t1	187,249,154,265
,Actinidia05118.t1	3,3,0,1
,Actinidia05119.t1	30047,31948,22906,438
,Actinidia05120.t1	0,0,1,7
,Actinidia05121.t1	6,5,6,7
,Actinidia05122.t1	0,0,0,0
,Actinidia05123.t1	1,2,2,0
,Actinidia05124.t1	5,4,0,1
,Actinidia05125.t1	5301,6217,3642,66
,Actinidia05126.t1	2681,3340,2474,1858
,Actinidia05127.t1	1,0,1,0
,Actinidia05128.t2	199,278,194,418
,Actinidia05129.t1	2921,3699,2338,2167
,Actinidia05130.t1	1525,2114,1082,1210
,Actinidia05131.t1	20,41,22,0
,Actinidia05132.t1	72,95,53,36
,Actinidia05133.t1	1324,2000,1323,757
,Actinidia05134.t1	28,37,36,7
,Actinidia05135.t1	5076,7969,5227,4406
,Actinidia05136.t1	900,1093,717,686
,Actinidia05137.t1	9,2,8,2
,Actinidia05138.t1	0,0,0,1
,Actinidia05139.t1	2223,3224,2144,1072
,Actinidia05140.t1	23,20,11,13
,Actinidia05141.t1	4,11,8,6
,Actinidia05142.t1	14,10,5,18
,Actinidia05143.t1	72,94,43,45
,Actinidia05144.t1	49,36,61,16
,Actinidia05145.t1	717,1202,877,2054
,Actinidia05146.t1	4,10,10,1
,Actinidia05147.t1	2954,3773,2222,223
,Actinidia05148.t1	273,409,255,170
,Actinidia05149.t1	235,166,115,175
,Actinidia05150.t1	0,0,0,0
,Actinidia05151.t1	0,0,0,0
,Actinidia05152.t1	9,16,8,6
,Actinidia05153.t1	3265,5622,3443,2687
,Actinidia05154.t1	61,71,57,56
,Actinidia05155.t1	359,536,403,253
,Actinidia05156.t1	0,0,0,0
,Actinidia05157.t1	1730,1991,1317,944
,Actinidia05158.t1	53,86,72,71
,Actinidia05159.t1	99,106,90,69
,Actinidia05160.t1	38,50,39,31
,Actinidia05161.t1	1545,2426,1643,785
,Actinidia05162.t1	60,54,35,19
,Actinidia05163.t1	2978,2486,1831,11
,Actinidia05164.t1	5337,4831,3473,14
,Actinidia05165.t1	349,280,203,5
,Actinidia05166.t1	129,184,127,125
,Actinidia05167.t1	33,49,40,20
,Actinidia05168.t1	2,9,6,0
,Actinidia05169.t1	209,249,145,110
,Actinidia05170.t1	17,25,21,16
,Actinidia05171.t1	4962,7444,4304,3712
,Actinidia05172.t1	8860,10561,7269,5286
,Actinidia05173.t1	717,982,677,481
,Actinidia05174.t1	51,86,44,51
,Actinidia05175.t1	1,12,3,0
,Actinidia05176.t1	193,263,198,144
,Actinidia05177.t1	27,60,39,97
,Actinidia05178.t1	593,787,471,304
,Actinidia05179.t1	9800,11633,6905,3927
,Actinidia05180.t1	8723,11354,7620,6170
,Actinidia05181.t1	1543,2542,1330,885
,Actinidia05182.t1	596,1503,764,322
,Actinidia05183.t1	11,20,8,5
,Actinidia05184.t1	9,43,3,1
,Actinidia05185.t1	141,130,141,246
,Actinidia05186.t1	343,343,222,166
,Actinidia05187.t1	1185,1416,969,3031
,Actinidia05188.t1	1429,2086,1286,1606
,Actinidia05189.t1	112,122,96,262
,Actinidia05190.t1	11,9,14,17
,Actinidia05191.t1	743,1171,605,611
,Actinidia05192.t1	171,206,121,98
,Actinidia05193.t1	31,52,36,22
,Actinidia05194.t1	12,20,6,28
,Actinidia05195.t1	1100,1553,937,1433
,Actinidia05196.t1	621,781,551,814
,Actinidia05197.t1	1492,2090,1673,2680
,Actinidia05198.t1	3601,5111,3368,2827
,Actinidia05199.t1	754,1062,609,529
,Actinidia05200.t1	992,1231,820,405
,Actinidia05201.t1	981,1386,802,838
,Actinidia05202.t1	574,595,520,480
,Actinidia05203.t1	0,0,0,0
,Actinidia05204.t1	1137,1457,1068,845
,Actinidia05205.t2	1548,3495,2077,2833
,Actinidia05207.t1	7976,10435,6414,5718
,Actinidia05208.t1	123,167,116,98
,Actinidia05209.t1	0,0,0,0
,Actinidia05210.t1	4018,4475,3172,2176
,Actinidia05212.t1	4071,5208,3550,3875
,Actinidia05213.t1	5101,6559,4466,3301
,Actinidia05214.t1	8,11,11,0
,Actinidia05215.t1	2700,3681,2282,1208
,Actinidia05216.t1	0,0,0,1
,Actinidia05217.t2	607,870,605,654
,Actinidia05218.t1	1,3,2,1
,Actinidia05219.t1	5418,7535,4789,2684
,Actinidia05220.t2	4318,5068,3086,2108
,Actinidia05221.t1	2647,4132,2610,2182
,Actinidia05222.t1	19,32,15,2
,Actinidia05223.t1	36,61,34,94
,Actinidia05224.t1	11,6,9,15
,Actinidia05225.t1	4091,4869,3413,3213
,Actinidia05226.t1	85,118,67,1261
,Actinidia05227.t3	3784,5082,3279,3325
,Actinidia05228.t1	159,201,110,96
,Actinidia05229.t1	963,1064,690,853
,Actinidia05230.t1	0,37,3,0
,Actinidia05231.t1	770,1213,681,571
,Actinidia05232.t1	5595,6832,4640,1216
,Actinidia05233.t1	1,1,0,0
,Actinidia05234.t2	3313,4484,2923,1708
,Actinidia05235.t2	1811,2477,1527,894
,Actinidia05236.t1	432,462,390,301
,Actinidia05237.t1	14967,19212,12067,6359
,Actinidia05238.t1	13,24,10,64
,Actinidia05239.t2	1021,1317,849,599
,Actinidia05240.t1	61,101,70,105
,Actinidia05241.t1	21,49,27,29
,Actinidia05242.t1	336,449,297,158
,Actinidia05243.t1	2295,2809,1889,1167
,Actinidia05244.t1	230,361,250,79
,Actinidia05245.t1	4893,6721,3943,2025
,Actinidia05246.t1	4,12,10,0
,Actinidia05247.t1	3036,3655,2630,1411
,Actinidia05248.t1	3650,4413,2721,645
,Actinidia05249.t1	1291,1731,1101,1180
,Actinidia05250.t1	1041,1601,846,340
,Actinidia05251.t1	0,0,0,0
,Actinidia05252.t1	5846,6807,4358,1439
,Actinidia05253.t1	741,1149,635,296
,Actinidia05254.t1	161,237,134,311
,Actinidia05255.t1	23,19,16,49
,Actinidia05256.t1	23,13,17,17
,Actinidia05257.t1	27,52,30,17
,Actinidia05258.t1	280,339,218,215
,Actinidia05259.t1	4013,4763,3113,1888
,Actinidia05260.t1	513,739,403,241
,Actinidia05261.t3	1334,1679,1016,546
,Actinidia05262.t2	7884,10393,6875,4836
,Actinidia05263.t1	1890,2683,1869,1285
,Actinidia05264.t1	380,588,298,197
,Actinidia05265.t1	44,35,40,10
,Actinidia05266.t3	2113,2780,1893,1570
,Actinidia05267.t1	36780,49683,32963,32537
,Actinidia05268.t1	3248,4490,3166,3267
,Actinidia05269.t1	0,4,0,0
,Actinidia05270.t1	3236,4543,2978,1889
,Actinidia05271.t1	186,243,135,826
,Actinidia05272.t1	37,28,22,89
,Actinidia05273.t2	9787,14053,7632,2728
,Actinidia05274.t1	6092,6963,5180,1385
,Actinidia05275.t1	5242,7314,4850,2744
,Actinidia05276.t1	440,597,434,873
,Actinidia05277.t1	716,888,609,445
,Actinidia05278.t1	689,979,653,347
,Actinidia05279.t1	874,1109,678,370
,Actinidia05280.t1	1284,1467,882,313
,Actinidia05281.t1	3624,3960,2856,908
,Actinidia05282.t1	3311,4791,2964,2394
,Actinidia05283.t1	144,225,152,129
,Actinidia05284.t1	130,118,79,103
,Actinidia05285.t1	172,194,166,129
,Actinidia05286.t1	576,677,454,239
,Actinidia05287.t1	3,13,7,4
,Actinidia05288.t1	201,287,181,87
,Actinidia05289.t1	1,7,8,4
,Actinidia05290.t1	1,0,0,0
,Actinidia05291.t1	533,627,393,466
,Actinidia05292.t3	8884,11371,7642,7086
,Actinidia05293.t1	16501,19070,12959,9726
,Actinidia05294.t1	1488,1507,1262,1042
,Actinidia05295.t1	338,565,376,562
