,Read	HTSeq,HTSeq,HTSeq,HTSeq
,Actinidia16936.t1	1039,1298,934,729
,Actinidia16937.t1	704,1124,627,392
,Actinidia16938.t1	801,1139,725,422
,Actinidia16939.t1	0,0,0,0
,Actinidia16940.t1	0,0,0,0
,Actinidia16941.t1	0,0,0,0
,Actinidia16942.t1	0,0,0,0
,Actinidia16943.t1	432,530,445,308
,Actinidia16944.t1	5679,7068,4807,4492
,Actinidia16945.t2	1102,1318,1036,809
,Actinidia16946.t1	269,353,272,191
,Actinidia16947.t1	97,84,74,46
,Actinidia16948.t1	0,0,0,0
,Actinidia16949.t1	2826,3337,2268,1999
,Actinidia16950.t1	2227,2841,1944,1228
,Actinidia16951.t1	0,0,0,0
,Actinidia16952.t1	9664,11824,8184,6895
,Actinidia16953.t1	18,35,23,105
,Actinidia16954.t1	535,859,606,554
,Actinidia16955.t1	3182,3925,2343,3944
,Actinidia16956.t1	0,5,0,4
,Actinidia16957.t1	191,317,171,166
,Actinidia16958.t1	0,3,0,3
,Actinidia16959.t1	11,6,7,6
,Actinidia16960.t1	15,13,17,3
,Actinidia16961.t1	2038,2764,1710,1417
,Actinidia16962.t1	2613,2843,1999,334
,Actinidia16963.t1	2432,3364,1867,1735
,Actinidia16964.t1	1364,2012,1437,1218
,Actinidia16965.t1	329,446,298,255
,Actinidia16966.t1	1364,1726,1060,1105
,Actinidia16967.t1	2654,3631,2379,3981
,Actinidia16968.t1	43,62,61,62
,Actinidia16969.t1	22,26,24,96
,Actinidia16970.t1	742,960,586,2814
,Actinidia16971.t1	41,30,29,80
,Actinidia16972.t1	396,541,481,954
,Actinidia16973.t1	0,1,0,0
,Actinidia16974.t1	1581,1831,1155,705
,Actinidia16975.t1	41,46,20,1
,Actinidia16976.t1	4117,5247,3441,2545
,Actinidia16977.t1	548,692,384,336
,Actinidia16978.t1	1740,2034,1553,882
,Actinidia16979.t1	101,84,59,53
,Actinidia16980.t1	14,16,15,1
,Actinidia16981.t1	282,402,241,261
,Actinidia16982.t1	28,38,34,83
,Actinidia16983.t1	2,0,0,2
,Actinidia16984.t1	1188,1662,1074,2938
,Actinidia16985.t1	66,121,58,125
,Actinidia16986.t1	185,224,158,38
,Actinidia16987.t1	1438,1628,1317,1377
,Actinidia16988.t1	13,13,23,1
,Actinidia16989.t1	136,195,106,237
,Actinidia16990.t1	2265,2815,1825,2123
,Actinidia16991.t1	30,26,7,10
,Actinidia16992.t1	817,1234,931,522
,Actinidia16993.t3	2992,4164,2679,1022
,Actinidia16994.t1	588,670,477,92
,Actinidia16995.t1	977,1472,835,626
,Actinidia16996.t1	1783,2513,1645,1139
,Actinidia16997.t1	2991,4041,2697,1560
,Actinidia16998.t1	479,605,364,1067
,Actinidia16999.t1	4842,5685,4060,6216
,Actinidia17000.t1	4382,5531,3923,3294
,Actinidia17001.t1	562,1072,590,424
,Actinidia17002.t1	168,154,143,126
,Actinidia17003.t1	4,7,1,12
,Actinidia17004.t1	1139,1660,1000,772
,Actinidia17005.t1	11,17,15,1
,Actinidia17006.t1	6,0,9,0
,Actinidia17007.t1	932,1363,959,1000
,Actinidia17008.t1	5,13,11,20
,Actinidia17009.t1	100,106,84,8
,Actinidia17010.t1	10,8,16,0
,Actinidia17011.t1	369,478,381,185
,Actinidia17012.t1	324,350,215,16
,Actinidia17013.t1	124,173,116,69
,Actinidia17014.t1	21,53,28,28
,Actinidia17015.t1	362,618,399,82
,Actinidia17016.t1	6495,7723,4793,666
,Actinidia17017.t1	44,76,35,1
,Actinidia17018.t1	1490,1861,1230,807
,Actinidia17019.t1	1311,1760,1010,485
,Actinidia17020.t1	1,0,3,0
,Actinidia17021.t1	1811,2389,1485,878
,Actinidia17022.t1	1186,1627,1061,1153
,Actinidia17023.t1	1,1,2,0
,Actinidia17024.t1	46,42,44,20
,Actinidia17025.t1	10,3,9,0
,Actinidia17026.t1	249,305,258,334
,Actinidia17027.t1	369,500,414,137
,Actinidia17028.t1	831,1050,774,603
,Actinidia17029.t1	274,354,263,74
,Actinidia17030.t1	23323,35329,22335,13706
,Actinidia17031.t1	15,13,24,6
,Actinidia17032.t1	54,39,33,12
,Actinidia17033.t1	3522,4474,3087,2340
,Actinidia17034.t1	7412,8717,5684,2030
,Actinidia17035.t1	169,276,180,6
,Actinidia17036.t2	3415,4327,3024,1795
,Actinidia17037.t1	873,1094,738,667
,Actinidia17038.t1	2673,3904,2575,2516
,Actinidia17039.t1	21,24,9,42
,Actinidia17040.t2	131,147,136,108
,Actinidia17041.t1	11,18,5,2
,Actinidia17042.t1	138,214,132,1874
,Actinidia17043.t3	11258,14888,9462,13273
,Actinidia17044.t1	1724,2551,1692,2075
,Actinidia17045.t1	174,229,129,2570
,Actinidia17046.t1	4974,6073,4106,1268
,Actinidia17047.t2	242,366,254,145
,Actinidia17048.t1	2862,3807,2315,2827
,Actinidia17049.t1	5096,6858,4763,1723
,Actinidia17050.t1	1481,1903,1372,1258
,Actinidia17051.t1	271,300,202,209
,Actinidia17052.t1	117,212,95,8
,Actinidia17053.t1	1680,2261,1432,406
,Actinidia17054.t1	19274,23259,14323,154
,Actinidia17055.t1	85,78,77,29
,Actinidia17056.t4	511,684,512,828
,Actinidia17057.t1	20,15,11,56
,Actinidia17058.t1	392,565,260,1936
,Actinidia17059.t1	1639,2048,1390,984
,Actinidia17060.t1	2542,3213,1972,1561
,Actinidia17061.t1	5161,6280,4364,4478
,Actinidia17062.t1	1434,1691,1281,1619
,Actinidia17063.t1	51,92,39,670
,Actinidia17064.t1	7210,6928,4060,4230
,Actinidia17065.t1	3331,4262,2770,1798
,Actinidia17066.t2	3417,4486,3282,2798
,Actinidia17067.t1	7136,9407,6225,7711
,Actinidia17068.t1	1738,2452,1609,1041
,Actinidia17069.t1	203,251,215,33
,Actinidia17070.t1	1,0,0,0
,Actinidia17071.t1	24,50,29,5
,Actinidia17072.t1	634,901,626,720
,Actinidia17073.t1	140,170,104,108
,Actinidia17074.t1	0,0,0,6
,Actinidia17075.t4	3745,4781,3317,3239
,Actinidia17076.t2	5545,7587,5072,4705
,Actinidia17077.t5	601,635,472,677
,Actinidia17078.t1	1374,1939,1360,956
,Actinidia17079.t1	2001,2221,1736,740
,Actinidia17080.t2	1099,1412,966,1125
,Actinidia17081.t1	4617,6315,3991,12597
,Actinidia17082.t1	565,726,532,504
,Actinidia17083.t1	3,10,4,15
,Actinidia17084.t1	6188,8600,5777,3890
,Actinidia17085.t1	1000,1340,875,12945
,Actinidia17086.t1	0,2,0,0
,Actinidia17087.t1	3,2,7,0
,Actinidia17088.t1	12570,14991,10610,8760
,Actinidia17089.t1	1629,1734,1216,995
,Actinidia17090.t1	13961,19092,12834,9810
,Actinidia17091.t2	93,107,62,88
,Actinidia17092.t1	0,0,0,0
,Actinidia17093.t8	6247,8463,5021,3779
,Actinidia17094.t1	62,75,58,93
,Actinidia17095.t1	2211,3371,1870,2833
,Actinidia17096.t1	1130,1769,1032,162
,Actinidia17097.t1	2120,2635,1948,2103
,Actinidia17098.t1	13328,16864,11442,8017
,Actinidia17099.t1	4782,6012,3815,4815
,Actinidia17100.t2	1812,2334,1393,957
,Actinidia17101.t1	3,13,5,2
,Actinidia17102.t1	2100,2790,1927,1774
,Actinidia17103.t1	120,169,111,952
,Actinidia17104.t1	3099,4173,2431,1992
,Actinidia17105.t1	9544,12184,8261,5728
,Actinidia17106.t1	0,0,0,0
,Actinidia17107.t1	2555,3207,2102,1636
,Actinidia17108.t1	7,17,10,4
,Actinidia17109.t1	1,0,0,3
,Actinidia17110.t1	0,0,0,0
,Actinidia17111.t1	4097,5591,3310,2037
,Actinidia17112.t1	315,486,442,150
,Actinidia17113.t1	6,12,7,1
,Actinidia17114.t1	60,117,73,48
,Actinidia17115.t1	0,1,1,0
,Actinidia17116.t1	0,0,0,0
,Actinidia17117.t2	387,417,329,306
,Actinidia17118.t1	2094,2839,1914,1309
,Actinidia17119.t1	185,204,174,109
,Actinidia17120.t1	1,1,4,2
,Actinidia17121.t1	1124,1337,959,589
,Actinidia17122.t1	168,258,115,95
,Actinidia17123.t1	7734,11521,7093,7224
,Actinidia17124.t1	1,0,0,1
,Actinidia17125.t1	0,0,0,0
,Actinidia17126.t1	0,0,0,0
,Actinidia17127.t1	48,83,36,13
,Actinidia17128.t1	719,1049,678,395
,Actinidia17129.t1	2580,3545,2361,2758
,Actinidia17130.t1	1026,1300,888,682
,Actinidia17131.t1	6485,8190,4936,5097
,Actinidia17132.t1	3294,4774,2803,4064
,Actinidia17133.t1	361,415,330,355
,Actinidia17134.t1	3835,5191,3407,4361
,Actinidia17135.t1	13,5,9,12
,Actinidia17136.t1	539,730,546,180
,Actinidia17137.t1	11,10,1,3
,Actinidia17138.t1	18,15,7,12
,Actinidia17139.t1	4,6,2,3
,Actinidia17140.t1	34,38,20,14
,Actinidia17141.t1	1615,2131,1467,574
,Actinidia17142.t1	358,382,238,168
,Actinidia17143.t1	749,2141,984,493
,Actinidia17144.t1	731,1019,778,702
,Actinidia17145.t1	6487,8778,4646,118
,Actinidia17146.t1	1681,2360,1570,983
,Actinidia17147.t1	635,798,490,358
,Actinidia17148.t1	5141,5859,4215,3065
,Actinidia17149.t1	1061,1352,997,713
,Actinidia17150.t1	243,335,225,271
,Actinidia17151.t1	199,300,248,241
,Actinidia17152.t1	88,113,86,81
,Actinidia17153.t1	863,1205,723,771
,Actinidia17154.t1	418,391,291,468
,Actinidia17155.t1	16857,20847,16016,3371
,Actinidia17156.t1	4154,5765,3511,3093
,Actinidia17157.t1	15,36,31,5
,Actinidia17158.t1	10568,10937,6731,3438
,Actinidia17159.t1	367,553,365,206
,Actinidia17160.t1	35,34,9,19
,Actinidia17161.t1	16,36,33,30
,Actinidia17162.t1	22,4,21,12
,Actinidia17163.t1	132,166,124,131
,Actinidia17164.t2	1040,1346,974,640
,Actinidia17165.t1	3249,3623,2145,677
,Actinidia17166.t1	482,645,299,418
,Actinidia17167.t1	2952,3399,2162,2147
,Actinidia17168.t1	1558,2259,1639,799
,Actinidia17169.t1	848,1150,737,1230
,Actinidia17170.t1	1852,2291,1580,1115
,Actinidia17171.t1	1052,1567,1027,597
,Actinidia17172.t1	31,38,10,4
,Actinidia17173.t2	60,45,39,95
,Actinidia17174.t1	37,39,31,32
,Actinidia17175.t1	1,1,1,0
,Actinidia17176.t1	57,70,47,42
,Actinidia17177.t1	21678,27976,17961,15984
,Actinidia17178.t1	969,1262,1056,984
,Actinidia17179.t1	0,0,0,1
,Actinidia17180.t1	701,874,644,439
,Actinidia17181.t1	975,1332,803,309
,Actinidia17182.t1	0,0,0,0
,Actinidia17183.t1	1,0,3,5
,Actinidia17184.t1	63,74,75,48
,Actinidia17185.t1	10,12,11,6
,Actinidia17186.t1	5,11,8,5
,Actinidia17187.t1	593,714,579,396
,Actinidia17188.t1	24,27,18,3
,Actinidia17189.t1	5050,6126,4232,4899
,Actinidia17190.t1	0,3,2,0
,Actinidia17191.t1	168,232,160,151
,Actinidia17192.t1	55,84,27,33
,Actinidia17193.t1	576,761,477,195
,Actinidia17194.t1	222,397,173,120
,Actinidia17195.t1	1326,1725,1256,1108
,Actinidia17196.t1	5847,7168,4999,3966
,Actinidia17197.t1	123,192,132,105
,Actinidia17198.t1	280,422,272,211
,Actinidia17199.t1	35,24,15,26
,Actinidia17200.t1	243,270,201,174
,Actinidia17201.t1	128,423,178,105
,Actinidia17202.t1	9,16,15,14
,Actinidia17203.t1	82893,108510,70464,44874
,Actinidia17204.t1	147,246,127,1799
,Actinidia17205.t1	527,841,391,241
,Actinidia17206.t1	47,58,45,30
,Actinidia17207.t1	2615,3881,2490,1593
,Actinidia17208.t1	6791,9880,5662,4414
,Actinidia17209.t1	999,1162,917,797
,Actinidia17210.t1	16,10,4,56
,Actinidia17211.t1	1235,2007,1181,787
,Actinidia17212.t1	159,258,132,52
,Actinidia17213.t1	54,65,47,41
,Actinidia17214.t1	67,34,25,46
,Actinidia17215.t1	3935,5415,3535,2004
,Actinidia17216.t1	1108,1380,890,671
,Actinidia17217.t1	5308,7840,4607,4307
,Actinidia17218.t1	1156,1325,1066,631
,Actinidia17219.t1	4892,6257,4533,631
,Actinidia17220.t1	353,336,227,178
,Actinidia17221.t1	1638,1770,1263,808
,Actinidia17222.t1	697,930,559,634
,Actinidia17223.t1	1698,3941,1904,398
,Actinidia17224.t1	736,954,591,598
,Actinidia17225.t1	7064,8647,5215,3722
,Actinidia17226.t1	1868,1957,1444,803
,Actinidia17227.t1	1321,1775,1304,1046
,Actinidia17228.t1	0,0,0,0
,Actinidia17229.t1	522,649,457,116
,Actinidia17230.t1	178,227,190,65
,Actinidia17231.t1	462,588,396,9
,Actinidia17232.t1	399,618,330,51
,Actinidia17233.t1	639,739,449,1484
,Actinidia17234.t1	432,502,379,221
,Actinidia17235.t1	2833,3744,2492,2684
,Actinidia17236.t1	890,1535,1036,768
,Actinidia17237.t1	4711,5985,3185,2835
,Actinidia17238.t1	575,802,493,1345
,Actinidia17239.t1	255,409,337,239
,Actinidia17240.t1	10,20,8,133
,Actinidia17241.t1	3546,4010,3119,1943
,Actinidia17242.t1	3154,3807,2348,1937
,Actinidia17243.t1	2950,3359,2411,1900
,Actinidia17244.t1	265,253,202,118
,Actinidia17245.t1	112,164,61,92
,Actinidia17246.t1	1244,1640,1149,759
,Actinidia17247.t1	870,1093,863,842
,Actinidia17248.t1	299,420,292,185
,Actinidia17249.t1	1,1,1,0
,Actinidia17250.t1	1163,1401,1014,1008
,Actinidia17251.t1	925,1312,919,920
,Actinidia17252.t1	654,730,543,579
,Actinidia17253.t1	348,400,276,256
,Actinidia17254.t1	413,557,364,954
,Actinidia17255.t1	44,65,15,615
,Actinidia17256.t1	20,26,23,28
,Actinidia17257.t1	384,590,318,647
,Actinidia17258.t1	944,1174,781,941
,Actinidia17259.t1	1965,2023,1521,1363
,Actinidia17260.t2	168,207,163,198
,Actinidia17261.t1	457,515,337,563
,Actinidia17262.t1	1349,1761,1191,1494
,Actinidia17263.t1	139,118,160,136
,Actinidia17264.t1	781,877,572,434
,Actinidia17265.t1	372,354,214,362
,Actinidia17266.t1	121,190,144,15
,Actinidia17267.t1	343,414,286,281
,Actinidia17268.t1	0,0,2,0
,Actinidia17269.t1	162,139,167,41
,Actinidia17270.t1	1303,1570,1164,731
,Actinidia17271.t1	477,301,375,234
,Actinidia17272.t1	1505,1885,1299,935
,Actinidia17273.t1	555,698,401,1617
,Actinidia17274.t1	876,960,792,499
,Actinidia17275.t1	203,400,230,0
,Actinidia17276.t1	0,0,1,0
,Actinidia17277.t1	0,10,6,1
,Actinidia17278.t1	0,0,0,1
,Actinidia17279.t1	35,66,26,99
,Actinidia17280.t1	352,542,436,342
,Actinidia17281.t1	670,815,559,81
,Actinidia17282.t1	1379,1563,1041,459
,Actinidia17283.t1	106,168,99,198
,Actinidia17284.t1	2582,3141,2157,1591
,Actinidia17285.t1	3793,5044,3480,2304
,Actinidia17286.t1	69,146,81,65
,Actinidia17287.t1	972,1332,978,826
,Actinidia17288.t1	2998,4453,2672,2177
,Actinidia17289.t1	2886,3651,2735,1922
,Actinidia17290.t1	154,160,117,108
,Actinidia17291.t1	2093,3580,1932,766
,Actinidia17292.t1	1472,2553,1539,317
,Actinidia17293.t1	48,47,30,3
,Actinidia17294.t1	500,547,297,38
,Actinidia17295.t1	108,145,118,72
,Actinidia17296.t1	11811,15639,10135,8004
,Actinidia17297.t1	1,7,6,0
,Actinidia17298.t1	3260,4415,2785,3541
,Actinidia17299.t1	1,1,1,4
,Actinidia17300.t2	2199,3321,2205,1550
,Actinidia17301.t1	2242,3059,2113,1197
,Actinidia17302.t1	6373,8167,5339,4790
,Actinidia17303.t2	1076,1847,1122,521
,Actinidia17304.t1	111,135,69,63
,Actinidia17305.t1	24177,32449,21704,10178
,Actinidia17306.t1	5709,7832,4914,4781
,Actinidia17307.t1	273,367,274,161
,Actinidia17308.t1	215,265,177,84
,Actinidia17309.t1	627,906,666,405
,Actinidia17310.t1	518,867,579,482
,Actinidia17311.t1	1,2,0,5
,Actinidia17312.t1	1780,2110,1148,808
,Actinidia17313.t1	4,5,1,9
,Actinidia17314.t1	2021,3661,2334,1074
,Actinidia17315.t1	308,413,315,279
,Actinidia17316.t2	1428,1935,1304,1167
,Actinidia17317.t1	2378,3195,2053,4011
,Actinidia17318.t1	1694,2144,1414,1488
,Actinidia17319.t1	6906,8836,5718,5117
,Actinidia17320.t1	257,329,209,540
,Actinidia17321.t1	1,1,2,1
,Actinidia17322.t1	125,124,85,73
,Actinidia17323.t2	4699,6729,4379,2962
,Actinidia17324.t1	38,37,42,11
,Actinidia17325.t1	4666,5583,3905,1278
,Actinidia17326.t1	18136,21834,15214,8514
,Actinidia17327.t1	0,0,0,0
,Actinidia17328.t1	3739,4542,3421,3029
,Actinidia17329.t1	1327,1861,1001,345
,Actinidia17330.t1	693,961,710,534
,Actinidia17331.t1	200,398,170,113
,Actinidia17332.t1	477,771,384,291
,Actinidia17333.t1	198,269,157,120
,Actinidia17334.t1	0,0,0,0
,Actinidia17335.t1	5831,8255,5477,3877
,Actinidia17336.t1	676,796,566,393
,Actinidia17337.t1	383,424,382,312
,Actinidia17338.t1	656,895,623,24
,Actinidia17339.t1	351,375,318,210
,Actinidia17340.t1	25,36,22,20
,Actinidia17341.t1	590,631,442,356
,Actinidia17342.t1	67,107,44,68
,Actinidia17343.t1	136,247,154,133
,Actinidia17344.t1	88,104,60,68
,Actinidia17345.t1	91,140,99,83
,Actinidia17346.t1	130,164,102,106
,Actinidia17347.t1	17,40,28,23
,Actinidia17348.t1	194,267,175,155
,Actinidia17349.t1	3,3,5,3
,Actinidia17350.t1	4,2,0,0
,Actinidia17351.t1	587,868,513,343
,Actinidia17352.t1	365,434,325,317
,Actinidia17353.t1	93,135,81,82
,Actinidia17354.t2	1090,1571,994,1241
,Actinidia17355.t1	1328,1535,976,495
,Actinidia17356.t1	232,262,224,199
,Actinidia17357.t1	1727,2299,1447,1381
,Actinidia17358.t1	4054,5177,3268,2084
,Actinidia17359.t2	81,91,62,79
,Actinidia17360.t1	792,1031,615,581
,Actinidia17361.t1	21468,26371,18182,18852
,Actinidia17362.t1	846,1020,729,620
,Actinidia17363.t1	1691,2296,1493,1149
,Actinidia17364.t1	0,0,5,13
,Actinidia17365.t1	8,18,15,6
,Actinidia17366.t1	15,25,18,12
,Actinidia17367.t1	321,417,282,302
,Actinidia17368.t1	0,0,0,0
,Actinidia17369.t1	74,150,101,80
,Actinidia17370.t1	97,107,77,87
,Actinidia17371.t1	3,8,0,1
,Actinidia17372.t2	493,626,403,386
,Actinidia17373.t1	453,665,466,417
,Actinidia17374.t1	17293,20969,14265,9731
,Actinidia17375.t1	31,43,22,13
,Actinidia17376.t1	16,34,28,14
,Actinidia17377.t1	18,15,10,15
,Actinidia17378.t1	0,0,0,1
,Actinidia17379.t1	40,77,57,34
,Actinidia17380.t1	0,0,0,0
,Actinidia17381.t1	7391,10587,6789,4718
,Actinidia17382.t1	1290,1554,1179,841
,Actinidia17383.t1	3428,4300,2704,2637
,Actinidia17384.t1	4926,6918,4427,3211
,Actinidia17385.t1	4817,5645,3804,2078
,Actinidia17386.t1	653,1061,725,536
,Actinidia17387.t1	1041,1259,869,247
,Actinidia17388.t1	2510,3581,2628,23
,Actinidia17389.t1	21,51,19,14
,Actinidia17390.t1	1,1,0,1
,Actinidia17391.t1	336,439,319,259
,Actinidia17392.t1	2089,2951,1861,1165
,Actinidia17393.t1	2501,3135,2405,1792
,Actinidia17394.t2	514,905,509,244
,Actinidia17395.t1	1603,1829,1321,1516
,Actinidia17396.t1	606,716,462,301
,Actinidia17397.t1	441,516,430,248
,Actinidia17398.t1	892,1253,759,547
,Actinidia17399.t1	1,0,1,0
,Actinidia17400.t1	2506,2899,2302,1428
,Actinidia17401.t1	329,387,239,90
,Actinidia17402.t1	336,381,297,168
,Actinidia17403.t1	9,30,10,0
,Actinidia17404.t1	118,121,98,67
,Actinidia17405.t1	577,895,557,667
,Actinidia17406.t1	8,10,4,15
,Actinidia17407.t1	0,0,0,1
,Actinidia17408.t1	1032,1584,1085,536
,Actinidia17409.t1	0,4,0,2
,Actinidia17410.t1	3554,4379,3003,1354
,Actinidia17411.t1	6,10,6,8
,Actinidia17412.t1	207,332,242,58
,Actinidia17413.t1	0,0,1,0
,Actinidia17414.t1	84,138,120,92
,Actinidia17415.t1	0,0,0,1
,Actinidia17416.t1	2,0,0,1
,Actinidia17417.t1	0,0,0,0
,Actinidia17418.t2	4366,5356,3588,4407
,Actinidia17419.t1	9539,13679,8563,6786
,Actinidia17420.t1	1461,1953,1267,1409
,Actinidia17421.t1	2265,2960,2080,2141
,Actinidia17422.t1	56,67,42,22
,Actinidia17423.t1	108,150,128,37
,Actinidia17424.t1	204,247,219,114
,Actinidia17425.t1	2,1,0,57
,Actinidia17426.t1	1702,2405,1582,1368
,Actinidia17427.t1	49,98,61,40
,Actinidia17428.t1	8,5,6,3
,Actinidia17429.t1	32,50,15,105
,Actinidia17430.t1	22,31,28,19
,Actinidia17431.t1	6342,8613,5544,4895
,Actinidia17432.t1	694,871,624,333
,Actinidia17433.t1	17,16,7,0
,Actinidia17434.t1	122,134,89,104
,Actinidia17435.t1	8,19,22,22
,Actinidia17436.t1	29,70,34,19
,Actinidia17437.t1	889,1509,974,439
,Actinidia17438.t1	1261,1384,920,1036
,Actinidia17439.t1	789,1298,721,1055
,Actinidia17440.t1	446,622,331,279
,Actinidia17441.t1	11,15,10,13
,Actinidia17442.t1	223,247,175,259
,Actinidia17443.t1	3376,4575,2797,2967
,Actinidia17444.t1	320,384,242,4671
,Actinidia17445.t1	24170,35161,20862,12770
,Actinidia17446.t1	6,11,5,1
,Actinidia17447.t1	124,155,114,71
,Actinidia17448.t1	172,260,184,103
,Actinidia17449.t1	255,256,184,121
,Actinidia17450.t1	103,91,123,84
,Actinidia17451.t1	26,26,31,22
,Actinidia17452.t1	158,173,131,104
,Actinidia17453.t1	15,23,16,0
,Actinidia17454.t1	702,934,733,472
,Actinidia17455.t1	127,102,97,52
,Actinidia17456.t1	2827,3512,2626,1992
,Actinidia17457.t1	377,527,300,308
,Actinidia17458.t1	545,709,540,223
,Actinidia17459.t1	83,106,47,108
,Actinidia17460.t1	60,85,52,134
,Actinidia17461.t2	2258,2786,1783,513
,Actinidia17462.t1	3109,4421,2782,3138
,Actinidia17463.t1	1041,1361,963,685
,Actinidia17464.t1	1061,1456,878,580
,Actinidia17465.t1	19,9,14,7
,Actinidia17466.t1	0,0,0,0
,Actinidia17467.t1	2769,3009,2291,1713
,Actinidia17468.t1	0,0,0,1
,Actinidia17469.t1	71,84,60,43
,Actinidia17470.t1	1444,1974,1298,662
,Actinidia17471.t5	1834,2253,1566,1176
,Actinidia17472.t1	51,81,44,71
,Actinidia17473.t1	99,111,67,45
,Actinidia17474.t1	0,2,0,1
,Actinidia17475.t1	26,36,23,9
,Actinidia17476.t1	359,980,444,358
,Actinidia17477.t1	3,1,7,0
,Actinidia17478.t1	2273,3012,2116,2004
,Actinidia17479.t1	1179,1848,1224,792
,Actinidia17480.t1	0,1,0,0
,Actinidia17481.t1	1669,2042,1431,1124
,Actinidia17482.t2	13248,14575,9642,2046
,Actinidia17483.t1	5,14,11,1
,Actinidia17484.t1	1,2,2,3
,Actinidia17485.t1	1,8,1,2
,Actinidia17486.t1	564,672,477,12
,Actinidia17487.t1	5,2,2,0
,Actinidia17488.t1	30,28,22,68
,Actinidia17489.t1	213,342,229,92
,Actinidia17490.t1	0,2,1,1
,Actinidia17491.t1	206,372,234,73
,Actinidia17492.t1	12,33,6,30
,Actinidia17493.t1	105,159,107,112
,Actinidia17494.t1	113,182,78,114
,Actinidia17495.t1	329,479,316,133
,Actinidia17496.t1	28,31,9,60
,Actinidia17497.t1	30,34,13,16
,Actinidia17498.t1	2,0,0,2
,Actinidia17499.t1	11,17,25,21
,Actinidia17500.t1	23387,31365,20441,5920
,Actinidia17501.t1	356,515,336,396
,Actinidia17502.t1	9577,12967,8114,7443
,Actinidia17503.t1	288,358,220,241
,Actinidia17504.t1	10516,13308,9210,5635
,Actinidia17505.t1	3163,4206,2713,2061
,Actinidia17506.t1	1383,2249,1215,596
,Actinidia17507.t1	861,1700,976,772
,Actinidia17508.t1	6233,8033,6070,4715
,Actinidia17509.t1	252,310,184,597
,Actinidia17510.t1	7375,11099,7420,7436
,Actinidia17511.t1	3098,4727,3005,6835
,Actinidia17512.t1	115,184,170,2007
,Actinidia17513.t1	15767,19167,13072,8257
,Actinidia17514.t1	510,1078,657,343
,Actinidia17515.t1	8227,11451,6972,4643
,Actinidia17516.t1	1,1,1,2
,Actinidia17517.t1	1,3,2,2
,Actinidia17518.t1	273,455,276,733
,Actinidia17519.t1	0,0,0,2
,Actinidia17520.t2	415,579,417,310
,Actinidia17521.t1	150,219,98,80
,Actinidia17522.t1	233,380,245,158
,Actinidia17523.t1	988,1720,1029,880
,Actinidia17524.t1	123,311,122,84
,Actinidia17525.t1	242,390,210,347
,Actinidia17526.t1	601,845,553,507
,Actinidia17527.t2	2400,2804,1728,730
,Actinidia17528.t1	2210,3116,1922,1460
,Actinidia17529.t1	0,0,0,0
,Actinidia17530.t1	623,830,567,659
,Actinidia17531.t1	511,585,425,529
,Actinidia17532.t1	389,473,286,409
,Actinidia17533.t1	9,1,4,4
,Actinidia17534.t1	78,67,66,46
,Actinidia17535.t1	1400,1732,1269,2161
,Actinidia17536.t1	24,23,26,34
,Actinidia17537.t1	5,8,3,4
,Actinidia17538.t1	4806,5715,3798,3188
,Actinidia17539.t1	514,637,419,666
,Actinidia17540.t1	0,0,1,1
,Actinidia17541.t1	77426,101235,62374,129375
,Actinidia17542.t1	3,4,1,20
,Actinidia17543.t1	569,838,530,265
,Actinidia17544.t1	4510,5743,3888,3467
,Actinidia17545.t1	9281,11990,8499,7879
,Actinidia17546.t1	145,156,103,54
,Actinidia17547.t1	3812,4831,3521,2275
,Actinidia17548.t1	13283,19223,12572,4558
,Actinidia17549.t1	55,92,51,33
,Actinidia17550.t1	49,58,50,22
,Actinidia17551.t1	141,160,122,70
,Actinidia17552.t1	267,276,257,75
,Actinidia17553.t1	1398,1804,1122,1030
,Actinidia17554.t1	44,46,14,13
,Actinidia17555.t1	7,20,9,3
,Actinidia17556.t1	1714,2403,1619,1352
,Actinidia17557.t1	104,118,80,89
,Actinidia17558.t1	85,58,69,116
,Actinidia17559.t1	1032,3181,1395,1018
,Actinidia17560.t1	1866,2428,1651,772
,Actinidia17561.t3	385,456,312,836
,Actinidia17562.t1	8866,14247,7980,8143
,Actinidia17563.t1	1517,2521,1543,964
,Actinidia17564.t1	1963,2815,1777,1667
,Actinidia17565.t1	858,1259,732,724
,Actinidia17566.t1	5191,6947,4583,3798
,Actinidia17567.t1	14,9,7,2
,Actinidia17568.t1	2185,2903,1877,1649
,Actinidia17569.t1	1276,1548,1097,231
,Actinidia17570.t1	71,66,59,20
,Actinidia17571.t1	0,0,0,0
,Actinidia17572.t1	20,49,25,13
,Actinidia17573.t1	14,24,18,39
,Actinidia17574.t1	895,1381,750,624
,Actinidia17575.t2	377,483,331,275
,Actinidia17576.t1	734,902,715,465
,Actinidia17577.t1	1306,1945,1165,1083
,Actinidia17578.t1	50,104,68,30
,Actinidia17579.t1	2402,3285,2124,1646
,Actinidia17580.t1	42,116,31,321
,Actinidia17581.t5	160,269,160,272
,Actinidia17582.t1	696,827,697,307
,Actinidia17583.t1	229,318,207,84
,Actinidia17584.t1	1877,2389,1480,237
,Actinidia17585.t1	23,70,48,15
,Actinidia17586.t1	35,44,35,3
,Actinidia17587.t1	215,383,310,186
,Actinidia17588.t1	1010,1338,913,631
,Actinidia17589.t1	1079,1355,891,1067
